"","loc","scale","shape"
"79",2.43645258124256,0.159119535566598,-0.666436802258703
"80",2.43645258124256,0.159119535566598,-0.666436802258703
"81",2.43645258124256,0.159119535566598,-0.666436802258703
"82",2.43645258124256,0.159119535566598,-0.666436802258703
"83",2.43645258124256,0.159119535566598,-0.666436802258703
"84",0,0,0
"85",2.43645258124256,0.159119535566598,-0.666436802258703
"86",0,0,0
"87",2.43645258124256,0.159119535566598,-0.666436802258703
"88",0,0,0
"89",2.43645258124256,0.159119535566598,-0.666436802258703
"90",2.43645258124256,0.159119535566598,-0.666436802258703
"91",1.53848809649013,4.98923988273718,-2.20615238637209
"92",2.43645258124256,0.159119535566598,-0.666436802258703
"93",0,0,0
"94",0,0,0
"95",0,0,0
"96",0,0,0
"97",0,0,0
"98",0,0,0
"99",0,0,0
"100",0,0,0
"101",0,0,0
"102",0,0,0
"103",0,0,0
"104",0,0,0
"105",0,0,0
"106",0,0,0
"107",0,0,0
"108",0,0,0
"109",0,0,0
"110",0,0,0
"111",0,0,0
"112",0,0,0
"113",0,0,0
"114",2.43645258124256,0.159119535566598,-0.666436802258703
"115",0,0,0
"116",0,0,0
"117",0,0,0
"118",2.43645258124256,0.159119535566598,-0.666436802258703
"119",0,0,0
"120",0,0,0
"121",0,0,0
"122",0,0,0
"123",0,0,0
"124",0,0,0
"125",2.43645258124256,0.159119535566598,-0.666436802258703
"126",2.43645258124256,0.159119535566598,-0.666436802258703
"127",2.43645258124256,0.159119535566598,-0.666436802258703
"128",2.43645258124256,0.159119535566598,-0.666436802258703
"129",2.43645258124256,0.159119535566598,-0.666436802258703
"130",0,0,0
"131",2.43645258124256,0.159119535566598,-0.666436802258703
"132",2.43645258124256,0.159119535566598,-0.666436802258703
"133",2.43645258124256,0.159119535566598,-0.666436802258703
"134",2.43645258124256,0.159119535566598,-0.666436802258703
"135",0,0,0
"136",0,0,0
"137",2.43645258124256,0.159119535566598,-0.666436802258703
"138",0,0,0
"139",2.43645258124256,0.159119535566598,-0.666436802258703
"140",2.43645258124256,0.159119535566598,-0.666436802258703
"141",2.43645258124256,0.159119535566598,-0.666436802258703
"142",2.43645258124256,0.159119535566598,-0.666436802258703
"143",2.43645258124256,0.159119535566598,-0.666436802258703
"144",2.43645258124256,0.159119535566598,-0.666436802258703
"145",0,0,0
"146",0,0,0
"147",0,0,0
"148",0,0,0
"149",0,0,0
"150",0,0,0
"151",0,0,0
"152",0,0,0
"153",0,0,0
"154",2.43645258124256,0.159119535566598,-0.666436802258703
"155",2.43645258124256,0.159119535566598,-0.666436802258703
"156",2.43645258124256,0.159119535566598,-0.666436802258703
"157",2.43645258124256,0.159119535566598,-0.666436802258703
"158",0,0,0
"159",0,0,0
"160",2.43645258124256,0.159119535566598,-0.666436802258703
"161",2.43645258124256,0.159119535566598,-0.666436802258703
"162",2.43645258124256,0.159119535566598,-0.666436802258703
"163",2.43645258124256,0.159119535566598,-0.666436802258703
"164",2.43645258124256,0.159119535566598,-0.666436802258703
"165",0,0,0
"166",0,0,0
"167",2.43645258124256,0.159119535566598,-0.666436802258703
"168",2.43645258124256,0.159119535566598,-0.666436802258703
"169",2.43645258124256,0.159119535566598,-0.666436802258703
"170",0,0,0
"171",0,0,0
"172",0,0,0
"173",0,0,0
"174",2.43645258124256,0.159119535566598,-0.666436802258703
"175",2.43645258124256,0.159119535566598,-0.666436802258703
"176",2.43645258124256,0.159119535566598,-0.666436802258703
"177",2.43645258124256,0.159119535566598,-0.666436802258703
"178",2.43645258124256,0.159119535566598,-0.666436802258703
"179",2.43645258124256,0.159119535566598,-0.666436802258703
"180",0,0,0
"181",0,0,0
"182",0,0,0
"183",0,0,0
"184",0,0,0
"185",0,0,0
"186",0,0,0
"187",2.51266359378323,0.0347864522185497,-0.661759426221457
"188",0,0,0
"189",2.43645258124256,0.159119535566598,-0.666436802258703
"190",0,0,0
"191",2.75153068129858,0.0998269547325117,-0.594400457247371
"192",2.43645258124256,0.159119535566598,-0.666436802258703
"193",2.43645258124256,0.159119535566598,-0.666436802258703
"194",3.88083059984567,0.0029286628553043,-2.45338507691878
"195",3.88083059984567,0.0029286628553043,-2.45338507691878
"196",3.88083059984567,0.0029286628553043,-2.45338507691878
"197",2.43645258124256,0.159119535566598,-0.666436802258703
"198",2.43645258124256,0.159119535566598,-0.666436802258703
"199",3.88083059984567,0.0029286628553043,-2.45338507691878
"200",3.31924304788129,0.0480863603016739,-1.21405806309353
"201",2.43645258124256,0.159119535566598,-0.666436802258703
"202",2.43645258124256,0.159119535566598,-0.666436802258703
"203",3.88083059984567,0.0029286628553043,-2.45338507691878
"204",2.43645258124256,0.159119535566598,-0.666436802258703
"205",2.43645258124256,0.159119535566598,-0.666436802258703
"206",2.43645258124256,0.159119535566598,-0.666436802258703
"207",2.43645258124256,0.159119535566598,-0.666436802258703
"208",2.43645258124256,0.159119535566598,-0.666436802258703
"209",2.43645258124256,0.159119535566598,-0.666436802258703
"210",2.43645258124256,0.159119535566598,-0.666436802258703
"211",2.43645258124256,0.159119535566598,-0.666436802258703
"212",2.43645258124256,0.159119535566598,-0.666436802258703
"213",2.43645258124256,0.159119535566598,-0.666436802258703
"214",2.43645258124256,0.159119535566598,-0.666436802258703
"215",2.43645258124256,0.159119535566598,-0.666436802258703
"216",2.43645258124256,0.159119535566598,-0.666436802258703
"217",2.43645258124256,0.159119535566598,-0.666436802258703
"218",2.43645258124256,0.159119535566598,-0.666436802258703
"219",2.43645258124256,0.159119535566598,-0.666436802258703
"220",2.43645258124256,0.159119535566598,-0.666436802258703
"221",2.43645258124256,0.159119535566598,-0.666436802258703
"222",2.43645258124256,0.159119535566598,-0.666436802258703
"223",2.43645258124256,0.159119535566598,-0.666436802258703
"224",2.43645258124256,0.159119535566598,-0.666436802258703
"225",2.43645258124256,0.159119535566598,-0.666436802258703
"226",2.43645258124256,0.159119535566598,-0.666436802258703
"227",0,0,0
"228",2.43645258124256,0.159119535566598,-0.666436802258703
"229",2.43645258124256,0.159119535566598,-0.666436802258703
"230",2.43645258124256,0.159119535566598,-0.666436802258703
"231",2.43645258124256,0.159119535566598,-0.666436802258703
"232",2.43645258124256,0.159119535566598,-0.666436802258703
"233",2.43645258124256,0.159119535566598,-0.666436802258703
"234",2.43645258124256,0.159119535566598,-0.666436802258703
"235",2.43645258124256,0.159119535566598,-0.666436802258703
"236",2.43645258124256,0.159119535566598,-0.666436802258703
"237",2.43645258124256,0.159119535566598,-0.666436802258703
"238",3.31924304788129,0.0480863603016739,-1.21405806309353
"239",2.43645258124256,0.159119535566598,-0.666436802258703
"240",2.43645258124256,0.159119535566598,-0.666436802258703
"241",2.43645258124256,0.159119535566598,-0.666436802258703
"242",2.43645258124256,0.159119535566598,-0.666436802258703
"243",2.43645258124256,0.159119535566598,-0.666436802258703
"244",2.43645258124256,0.159119535566598,-0.666436802258703
"245",0,0,0
"246",2.43645258124256,0.159119535566598,-0.666436802258703
"247",2.43645258124256,0.159119535566598,-0.666436802258703
"248",2.43645258124256,0.159119535566598,-0.666436802258703
"249",2.43645258124256,0.159119535566598,-0.666436802258703
"250",2.43645258124256,0.159119535566598,-0.666436802258703
"251",2.43645258124256,0.159119535566598,-0.666436802258703
"252",2.43645258124256,0.159119535566598,-0.666436802258703
"253",0,0,0
"254",0,0,0
"255",0,0,0
"256",0,0,0
"257",0,0,0
"258",0,0,0
"259",0,0,0
"260",0,0,0
"261",0,0,0
"262",0,0,0
"263",0,0,0
"264",0,0,0
"265",0,0,0
"266",0,0,0
"267",0,0,0
"268",0,0,0
"269",0,0,0
"270",0,0,0
"271",0,0,0
"272",0,0,0
"273",0,0,0
"274",0,0,0
"275",0,0,0
"276",0,0,0
"277",0,0,0
"278",0,0,0
"279",0,0,0
"280",0,0,0
"281",0,0,0
"282",0,0,0
"283",0,0,0
"284",0,0,0
"285",0,0,0
"286",0,0,0
"287",0,0,0
"288",0,0,0
"289",0,0,0
"290",0,0,0
"291",0,0,0
"292",0,0,0
"293",0,0,0
"294",0,0,0
"295",0,0,0
"296",0,0,0
"297",0,0,0
"298",0,0,0
"299",0,0,0
"300",0,0,0
"301",0,0,0
"302",0,0,0
"303",0,0,0
"304",0,0,0
"305",0,0,0
"306",0,0,0
"307",0,0,0
"308",0,0,0
"309",0,0,0
"310",0,0,0
"311",0,0,0
"312",0,0,0
"313",0,0,0
"314",0,0,0
"315",0,0,0
"316",0,0,0
"317",0,0,0
"318",0,0,0
"319",0,0,0
"320",0,0,0
"321",0,0,0
"322",0,0,0
"323",0,0,0
"324",0,0,0
"325",0,0,0
"326",0,0,0
"327",0,0,0
"328",0,0,0
"329",0,0,0
"330",0,0,0
"331",0,0,0
"332",0,0,0
"333",0,0,0
"334",0,0,0
"335",0,0,0
"336",0,0,0
"337",0,0,0
"338",0,0,0
"339",0,0,0
"340",0,0,0
"341",0,0,0
"342",0,0,0
"343",0,0,0
"344",0,0,0
"345",0,0,0
"346",0,0,0
"347",0,0,0
"348",0,0,0
"349",0,0,0
"350",0,0,0
"351",0,0,0
"352",0,0,0
"353",0,0,0
"354",0,0,0
"355",0,0,0
"356",0,0,0
"357",0,0,0
"358",0,0,0
"359",0,0,0
"360",0,0,0
"361",0,0,0
"362",0,0,0
"363",0,0,0
"364",0,0,0
"365",0,0,0
"366",0,0,0
"367",0,0,0
"368",0,0,0
"369",0,0,0
"370",0,0,0
"371",0,0,0
"372",0,0,0
"373",0,0,0
"374",0,0,0
"375",0,0,0
"376",0,0,0
"377",0,0,0
"378",0,0,0
"379",0,0,0
"380",0,0,0
"381",0,0,0
"382",0,0,0
"383",0,0,0
"384",0,0,0
"385",0,0,0
"386",0,0,0
"387",0,0,0
"388",0,0,0
"389",0,0,0
"390",0,0,0
"391",0,0,0
"392",0,0,0
"393",0,0,0
"394",0,0,0
"395",0,0,0
"396",0,0,0
"397",2.43645258124256,0.159119535566598,-0.666436802258703
"398",0,0,0
"399",0,0,0
"400",0,0,0
"401",0,0,0
"402",0,0,0
"403",0,0,0
"404",0,0,0
"405",0,0,0
"406",0,0,0
"407",0,0,0
"408",0,0,0
"409",0,0,0
"410",0,0,0
"411",0,0,0
"412",0,0,0
"413",0,0,0
"414",0,0,0
"415",0,0,0
"416",0,0,0
"417",0,0,0
"418",0,0,0
"419",0,0,0
"420",0,0,0
"421",0,0,0
"422",0,0,0
"423",0,0,0
"424",0,0,0
"425",0,0,0
"426",0,0,0
"427",0,0,0
"428",0,0,0
"429",0,0,0
"430",0,0,0
"431",0,0,0
"432",0,0,0
"433",0,0,0
"434",2.43645258124256,0.159119535566598,-0.666436802258703
"435",2.51266359378323,0.0347864522185497,-0.661759426221457
"436",2.43645258124256,0.159119535566598,-0.666436802258703
"437",2.51443577163145,0.0591290730424689,-0.662412627288117
"438",2.43645258124256,0.159119535566598,-0.666436802258703
"439",0,0,0
"440",0,0,0
"441",2.43645258124256,0.159119535566598,-0.666436802258703
"442",2.43645258124256,0.159119535566598,-0.666436802258703
"443",2.43645258124256,0.159119535566598,-0.666436802258703
"444",2.43645258124256,0.159119535566598,-0.666436802258703
"445",2.43645258124256,0.159119535566598,-0.666436802258703
"446",2.43645258124256,0.159119535566598,-0.666436802258703
"447",2.43645258124256,0.159119535566598,-0.666436802258703
"448",2.43645258124256,0.159119535566598,-0.666436802258703
"449",2.43645258124256,0.159119535566598,-0.666436802258703
"450",2.43645258124256,0.159119535566598,-0.666436802258703
"451",2.43645258124256,0.159119535566598,-0.666436802258703
"452",2.43645258124256,0.159119535566598,-0.666436802258703
"453",2.43645258124256,0.159119535566598,-0.666436802258703
"454",2.43645258124256,0.159119535566598,-0.666436802258703
"455",2.43645258124256,0.159119535566598,-0.666436802258703
"456",2.43645258124256,0.159119535566598,-0.666436802258703
"457",2.43645258124256,0.159119535566598,-0.666436802258703
"458",2.43645258124256,0.159119535566598,-0.666436802258703
"459",2.43645258124256,0.159119535566598,-0.666436802258703
"460",2.43645258124256,0.159119535566598,-0.666436802258703
"461",2.43645258124256,0.159119535566598,-0.666436802258703
"462",2.43645258124256,0.159119535566598,-0.666436802258703
"463",2.43645258124256,0.159119535566598,-0.666436802258703
"464",2.43645258124256,0.159119535566598,-0.666436802258703
"465",2.43645258124256,0.159119535566598,-0.666436802258703
"466",2.43645258124256,0.159119535566598,-0.666436802258703
"467",2.51266359378323,0.0347864522185497,-0.661759426221457
"468",2.43645258124256,0.159119535566598,-0.666436802258703
"469",2.43645258124256,0.159119535566598,-0.666436802258703
"470",2.43645258124256,0.159119535566598,-0.666436802258703
"471",2.43645258124256,0.159119535566598,-0.666436802258703
"472",2.43645258124256,0.159119535566598,-0.666436802258703
"473",2.43645258124256,0.159119535566598,-0.666436802258703
"474",2.43645258124256,0.159119535566598,-0.666436802258703
"475",2.43645258124256,0.159119535566598,-0.666436802258703
"476",2.43645258124256,0.159119535566598,-0.666436802258703
"477",2.43645258124256,0.159119535566598,-0.666436802258703
"478",2.43645258124256,0.159119535566598,-0.666436802258703
"479",2.43645258124256,0.159119535566598,-0.666436802258703
"480",2.43645258124256,0.159119535566598,-0.666436802258703
"481",2.64688129308178,3.0209688589681,-2.31826067949901
"482",3.49966995884773,0.0510444444444469,-0.33957695473251
"483",2.17741459774189,0.0611585718321301,-0.492374384906984
"484",2.43645258124256,0.159119535566598,-0.666436802258703
"485",2.51266359378323,0.0347864522185497,-0.661759426221457
"486",2.26121859494682,0.0390046090927498,-0.520629602250464
"487",2.25793333333333,2.78793333333333,-1.37082393755703e-16
"488",2.43645258124256,0.159119535566598,-0.666436802258703
"489",3.13648780673678,0.0889512002743499,-0.49045311690291
"490",0,0,0
"491",2.43645258124256,0.159119535566598,-0.666436802258703
"492",2.43645258124256,0.159119535566598,-0.666436802258703
"493",2.43645258124256,0.159119535566598,-0.666436802258703
"494",2.64583315347187,2.44661357384413,-1.84766261159534
"495",2.43645258124256,0.159119535566598,-0.666436802258703
"496",2.43645258124256,0.159119535566598,-0.666436802258703
"497",2.17741459774189,0.0611585718321301,-0.492374384906984
"498",2.43645258124256,0.159119535566598,-0.666436802258703
"499",0,0,0
"500",2.43645258124256,0.159119535566598,-0.666436802258703
"501",2.25793333333333,2.78793333333333,-1.37082338657465e-16
"502",2.25793333333333,2.78793333333333,-1.37082393755703e-16
"503",2.51266359378323,0.0347864522185497,-0.661759426221457
"504",2.25793333333333,2.78793333333333,-1.37082447271147e-16
"505",2.17741459774189,0.0611585718321301,-0.492374384906984
"506",2.64688129308178,3.0209688589681,-2.31826067949901
"507",2.25793333333333,2.78793333333333,-1.37082462879046e-16
"508",2.25793333333333,2.78793333333333,-1.37082393755703e-16
"509",2.61936078370557,2.97157108085781,-2.23319066841653
"510",2.43645258124256,0.159119535566598,-0.666436802258703
"511",2.17741459774189,0.0611585718321301,-0.492374384906984
"512",2.43645258124256,0.159119535566598,-0.666436802258703
"513",2.43645258124256,0.159119535566598,-0.666436802258703
"514",2.64688129308178,3.0209688589681,-2.31826067949901
"515",0,0,0
"516",2.17741459774189,0.0611585718321301,-0.492374384906984
"517",2.43645258124256,0.159119535566598,-0.666436802258703
"518",2.25793333333333,2.78793333333333,-1.37082343234197e-16
"519",2.17741459774189,0.0611585718321301,-0.492374384906984
"520",2.43645258124256,0.159119535566598,-0.666436802258703
"521",2.43645258124256,0.159119535566598,-0.666436802258703
"522",2.43645258124256,0.159119535566598,-0.666436802258703
"523",2.43645258124256,0.159119535566598,-0.666436802258703
"524",2.25793333333333,2.78793333333333,-1.37082378254615e-16
"525",2.51266359378323,0.0347864522185497,-0.661759426221457
"526",2.43645258124256,0.159119535566598,-0.666436802258703
"527",2.43645258124256,0.159119535566598,-0.666436802258703
"528",2.65292779464086,3.12005134082217,-2.4054569421278
"529",2.43645258124256,0.159119535566598,-0.666436802258703
"530",2.43645258124256,0.159119535566598,-0.666436802258703
"531",2.43645258124256,0.159119535566598,-0.666436802258703
"532",2.51266359378323,0.0347864522185497,-0.661759426221457
"533",2.43645258124256,0.159119535566598,-0.666436802258703
"534",3.9629821896903,0.00424102935631442,-2.39606208280076
"535",2.43645258124256,0.159119535566598,-0.666436802258703
"536",2.51266359378323,0.0347864522185497,-0.661759426221457
"537",0,0,0
"538",2.43645258124256,0.159119535566598,-0.666436802258703
"539",0,0,0
"540",2.43645258124256,0.159119535566598,-0.666436802258703
"541",0,0,0
"542",2.43645258124256,0.159119535566598,-0.666436802258703
"543",2.43645258124256,0.159119535566598,-0.666436802258703
"544",2.43645258124256,0.159119535566598,-0.666436802258703
"545",2.51266359378323,0.0347864522185497,-0.661759426221457
"546",2.51266359378323,0.0347864522185497,-0.661759426221457
"547",2.43645258124256,0.159119535566598,-0.666436802258703
"548",2.43645258124256,0.159119535566598,-0.666436802258703
"549",2.43645258124256,0.159119535566598,-0.666436802258703
"550",2.43645258124256,0.159119535566598,-0.666436802258703
"551",2.43645258124256,0.159119535566598,-0.666436802258703
"552",2.43645258124256,0.159119535566598,-0.666436802258703
"553",2.43645258124256,0.159119535566598,-0.666436802258703
"554",2.51266359378323,0.0347864522185497,-0.661759426221457
"555",2.43645258124256,0.159119535566598,-0.666436802258703
"556",2.43645258124256,0.159119535566598,-0.666436802258703
"557",2.43645258124256,0.159119535566598,-0.666436802258703
"558",2.43645258124256,0.159119535566598,-0.666436802258703
"559",2.43645258124256,0.159119535566598,-0.666436802258703
"560",0,0,0
"561",0,0,0
"562",2.43645258124256,0.159119535566598,-0.666436802258703
"563",0,0,0
"564",0,0,0
"565",2.43645258124256,0.159119535566598,-0.666436802258703
"566",2.51266359378323,0.0347864522185497,-0.661759426221457
"567",2.43645258124256,0.159119535566598,-0.666436802258703
"568",2.43645258124256,0.159119535566598,-0.666436802258703
"569",2.43645258124256,0.159119535566598,-0.666436802258703
"570",0,0,0
"571",2.43645258124256,0.159119535566598,-0.666436802258703
"572",2.43645258124256,0.159119535566598,-0.666436802258703
"573",2.43645258124256,0.159119535566598,-0.666436802258703
"574",2.43645258124256,0.159119535566598,-0.666436802258703
"575",0,0,0
"576",2.43645258124256,0.159119535566598,-0.666436802258703
"577",2.43645258124256,0.159119535566598,-0.666436802258703
"578",2.43645258124256,0.159119535566598,-0.666436802258703
"579",2.43645258124256,0.159119535566598,-0.666436802258703
"580",0,0,0
"581",0,0,0
"582",2.43645258124256,0.159119535566598,-0.666436802258703
"583",2.43645258124256,0.159119535566598,-0.666436802258703
"584",2.43645258124256,0.159119535566598,-0.666436802258703
"585",2.43645258124256,0.159119535566598,-0.666436802258703
"586",2.43645258124256,0.159119535566598,-0.666436802258703
"587",2.43645258124256,0.159119535566598,-0.666436802258703
"588",2.43645258124256,0.159119535566598,-0.666436802258703
"589",2.43645258124256,0.159119535566598,-0.666436802258703
"590",2.43645258124256,0.159119535566598,-0.666436802258703
"591",2.43645258124256,0.159119535566598,-0.666436802258703
"592",2.43645258124256,0.159119535566598,-0.666436802258703
"593",2.43645258124256,0.159119535566598,-0.666436802258703
"594",2.43645258124256,0.159119535566598,-0.666436802258703
"595",2.43645258124256,0.159119535566598,-0.666436802258703
"596",2.43645258124256,0.159119535566598,-0.666436802258703
"597",2.25793333333333,2.78793333333333,-1.37082344745904e-16
"598",2.43645258124256,0.159119535566598,-0.666436802258703
"599",2.43645258124256,0.159119535566598,-0.666436802258703
"600",2.43645258124256,0.159119535566598,-0.666436802258703
"601",2.43645258124256,0.159119535566598,-0.666436802258703
"602",2.25793333333333,2.78793333333333,-1.37082369522427e-16
"603",2.43645258124256,0.159119535566598,-0.666436802258703
"604",2.43645258124256,0.159119535566598,-0.666436802258703
"605",2.43645258124256,0.159119535566598,-0.666436802258703
"606",2.43645258124256,0.159119535566598,-0.666436802258703
"607",2.43645258124256,0.159119535566598,-0.666436802258703
"608",2.43645258124256,0.159119535566598,-0.666436802258703
"609",2.43645258124256,0.159119535566598,-0.666436802258703
"610",2.43645258124256,0.159119535566598,-0.666436802258703
"611",2.43645258124256,0.159119535566598,-0.666436802258703
"612",2.43645258124256,0.159119535566598,-0.666436802258703
"613",2.43645258124256,0.159119535566598,-0.666436802258703
"614",2.43645258124256,0.159119535566598,-0.666436802258703
"615",2.43645258124256,0.159119535566598,-0.666436802258703
"616",0,0,0
"617",2.43645258124256,0.159119535566598,-0.666436802258703
"618",2.43645258124256,0.159119535566598,-0.666436802258703
"619",2.43645258124256,0.159119535566598,-0.666436802258703
"620",0,0,0
"621",0,0,0
"622",2.43645258124256,0.159119535566598,-0.666436802258703
"623",2.43645258124256,0.159119535566598,-0.666436802258703
"624",2.43645258124256,0.159119535566598,-0.666436802258703
"625",2.43645258124256,0.159119535566598,-0.666436802258703
"626",0,0,0
"627",2.43645258124256,0.159119535566598,-0.666436802258703
"628",2.43645258124256,0.159119535566598,-0.666436802258703
"629",2.43645258124256,0.159119535566598,-0.666436802258703
"630",2.43645258124256,0.159119535566598,-0.666436802258703
"631",2.43645258124256,0.159119535566598,-0.666436802258703
"632",2.43645258124256,0.159119535566598,-0.666436802258703
"633",2.43645258124256,0.159119535566598,-0.666436802258703
"634",2.43645258124256,0.159119535566598,-0.666436802258703
"635",2.43645258124256,0.159119535566598,-0.666436802258703
"636",2.43645258124256,0.159119535566598,-0.666436802258703
"637",2.43645258124256,0.159119535566598,-0.666436802258703
"638",2.43645258124256,0.159119535566598,-0.666436802258703
"639",2.43645258124256,0.159119535566598,-0.666436802258703
"640",2.43645258124256,0.159119535566598,-0.666436802258703
"641",0,0,0
"642",2.43645258124256,0.159119535566598,-0.666436802258703
"643",2.43645258124256,0.159119535566598,-0.666436802258703
"644",2.43645258124256,0.159119535566598,-0.666436802258703
"645",2.43645258124256,0.159119535566598,-0.666436802258703
"646",2.43645258124256,0.159119535566598,-0.666436802258703
"647",2.43645258124256,0.159119535566598,-0.666436802258703
"648",2.43645258124256,0.159119535566598,-0.666436802258703
"649",2.43645258124256,0.159119535566598,-0.666436802258703
"650",2.43645258124256,0.159119535566598,-0.666436802258703
"651",2.43645258124256,0.159119535566598,-0.666436802258703
"652",2.43645258124256,0.159119535566598,-0.666436802258703
"653",2.43645258124256,0.159119535566598,-0.666436802258703
"654",2.43645258124256,0.159119535566598,-0.666436802258703
"655",2.43645258124256,0.159119535566598,-0.666436802258703
"656",2.43645258124256,0.159119535566598,-0.666436802258703
"657",2.43645258124256,0.159119535566598,-0.666436802258703
"658",2.43645258124256,0.159119535566598,-0.666436802258703
"659",2.43645258124256,0.159119535566598,-0.666436802258703
"660",2.43645258124256,0.159119535566598,-0.666436802258703
"661",2.43645258124256,0.159119535566598,-0.666436802258703
"662",2.51266359378323,0.0347864522185497,-0.661759426221457
"663",2.43645258124256,0.159119535566598,-0.666436802258703
"664",2.43645258124256,0.159119535566598,-0.666436802258703
"665",2.43645258124256,0.159119535566598,-0.666436802258703
"666",2.43645258124256,0.159119535566598,-0.666436802258703
"667",2.43645258124256,0.159119535566598,-0.666436802258703
"668",2.43645258124256,0.159119535566598,-0.666436802258703
"669",2.43645258124256,0.159119535566598,-0.666436802258703
"670",2.51266359378323,0.0347864522185497,-0.661759426221457
"671",2.43645258124256,0.159119535566598,-0.666436802258703
"672",2.43645258124256,0.159119535566598,-0.666436802258703
"673",2.51266359378323,0.0347864522185497,-0.661759426221457
"674",2.43645258124256,0.159119535566598,-0.666436802258703
"675",2.43645258124256,0.159119535566598,-0.666436802258703
"676",2.43645258124256,0.159119535566598,-0.666436802258703
"677",2.43645258124256,0.159119535566598,-0.666436802258703
"678",2.43645258124256,0.159119535566598,-0.666436802258703
"679",2.43645258124256,0.159119535566598,-0.666436802258703
"680",2.43645258124256,0.159119535566598,-0.666436802258703
"681",2.43645258124256,0.159119535566598,-0.666436802258703
"682",2.43645258124256,0.159119535566598,-0.666436802258703
"683",2.51266359378323,0.0347864522185497,-0.661759426221457
"684",2.43645258124256,0.159119535566598,-0.666436802258703
"685",2.51266359378323,0.0347864522185497,-0.661759426221457
"686",2.43645258124256,0.159119535566598,-0.666436802258703
"687",2.43645258124256,0.159119535566598,-0.666436802258703
"688",2.43645258124256,0.159119535566598,-0.666436802258703
"689",2.43645258124256,0.159119535566598,-0.666436802258703
"690",2.43645258124256,0.159119535566598,-0.666436802258703
"691",0,0,0
"692",2.43645258124256,0.159119535566598,-0.666436802258703
"693",2.43645258124256,0.159119535566598,-0.666436802258703
"694",2.43645258124256,0.159119535566598,-0.666436802258703
"695",2.43645258124256,0.159119535566598,-0.666436802258703
"696",3.88083059984567,0.0029286628553043,-2.45338507691878
"697",2.43645258124256,0.159119535566598,-0.666436802258703
"698",3.31924304788129,0.0480863603016739,-1.21405806309353
"699",2.77525213855661,0.120950138867722,-0.457743341844782
"700",0,0,0
"701",2.43645258124256,0.159119535566598,-0.666436802258703
"702",2.43645258124256,0.159119535566598,-0.666436802258703
"703",2.43645258124256,0.159119535566598,-0.666436802258703
"704",2.43645258124256,0.159119535566598,-0.666436802258703
"705",2.43645258124256,0.159119535566598,-0.666436802258703
"706",2.43645258124256,0.159119535566598,-0.666436802258703
"707",2.43645258124256,0.159119535566598,-0.666436802258703
"708",2.43645258124256,0.159119535566598,-0.666436802258703
"709",2.43645258124256,0.159119535566598,-0.666436802258703
"710",2.43645258124256,0.159119535566598,-0.666436802258703
"711",2.43645258124256,0.159119535566598,-0.666436802258703
"712",2.43645258124256,0.159119535566598,-0.666436802258703
"713",2.59149964863252,0.00211104933806272,-0.728458388145464
"714",2.64688129308178,3.0209688589681,-2.31826067949901
"715",2.43645258124256,0.159119535566598,-0.666436802258703
"716",0,0,0
"717",2.43645258124256,0.159119535566598,-0.666436802258703
"718",2.43645258124256,0.159119535566598,-0.666436802258703
"719",2.43645258124256,0.159119535566598,-0.666436802258703
