"","shape","rate"
"250",4.02971384576525,1.70157737370613
"251",9.79004238256357,3.65132302767431
"252",6.35754016363055,2.62172442858356
"253",0,0
"254",0,0
"255",0,0
"256",0,0
"257",0,0
"258",0,0
"259",0,0
"260",0,0
"261",0,0
"262",0,0
"263",0,0
"264",0,0
"265",0,0
"266",0,0
"267",0,0
"268",0,0
"269",0,0
"270",0,0
"271",0,0
"272",0,0
"273",0,0
"274",0,0
"275",0,0
"276",0,0
"277",0,0
"278",0,0
"279",0,0
"280",0,0
"281",0,0
"282",0,0
"283",0,0
"284",0,0
"285",0,0
"286",0,0
"287",0,0
"288",0,0
"289",0,0
"290",0,0
"291",0,0
"292",0,0
"293",0,0
"294",0,0
"295",0,0
"296",0,0
"297",0,0
"298",0,0
"299",0,0
"300",0,0
"301",0,0
"302",0,0
"303",0,0
"304",0,0
"305",0,0
"306",0,0
"307",0,0
"308",0,0
"309",0,0
"310",0,0
"311",0,0
"312",0,0
"313",0,0
"314",0,0
"315",0,0
"316",0,0
"317",0,0
"318",0,0
"319",0,0
"320",0,0
"321",0,0
"322",0,0
"323",0,0
"324",0,0
"325",0,0
"326",0,0
"327",0,0
"328",0,0
"329",0,0
"330",0,0
"331",0,0
"332",0,0
"333",0,0
"334",0,0
"335",0,0
"336",0,0
"337",0,0
"338",0,0
"339",0,0
"340",0,0
"341",0,0
"342",0,0
"343",0,0
"344",0,0
"345",0,0
"346",0,0
"347",0,0
"348",0,0
"349",0,0
"350",0,0
"351",0,0
"352",0,0
"353",0,0
"354",0,0
"355",0,0
"356",0,0
"357",0,0
"358",0,0
"359",0,0
"360",0,0
"361",0,0
"362",0,0
"363",0,0
"364",0,0
"365",0,0
"366",0,0
"367",0,0
"368",0,0
"369",0,0
"370",0,0
"371",0,0
"372",0,0
"373",0,0
"374",0,0
"375",0,0
"376",0,0
"377",0,0
"378",0,0
"379",0,0
"380",0,0
"381",0,0
"382",0,0
"383",0,0
"384",0,0
"385",0,0
"386",0,0
"387",0,0
"388",0,0
"389",0,0
"390",0,0
"391",0,0
"392",0,0
"393",0,0
"394",0,0
"395",0,0
"396",0,0
"397",14.7276288101635,5.55399487969783
"398",0,0
"399",0,0
"400",0,0
"401",0,0
"402",0,0
"403",0,0
"404",0,0
"405",0,0
"406",0,0
"407",0,0
"408",0,0
"409",0,0
"410",0,0
"411",0,0
"412",0,0
"413",0,0
"414",0,0
"415",0,0
"416",0,0
"417",0,0
"418",0,0
"419",0,0
"420",0,0
"421",0,0
"422",0,0
"423",0,0
"424",0,0
"425",0,0
"426",0,0
"427",0,0
"428",0,0
"429",0,0
"430",0,0
"431",0,0
"432",0,0
"433",0,0
"434",3.02589101874391,1.28985837709062
"435",8.09042344208362,2.52210654596807
"436",6.31975525398754,1.84210093016218
"437",10.6841133759777,3.39303166137115
"438",3.29254106009633,1.69949195092423
"439",8.60070101488333,2.443351068253
"440",10.32054772945,2.95178208717351
"441",3.72683373319964,1.86065719168598
"442",4.00484887489638,1.89099384361099
"443",1.45533415666153,0.809519825391961
"444",6.11118177853449,1.87941721152921
"445",9.69007159433485,3.10770266633929
"446",6.85537800996194,3.03573458575935
"447",6.85610644859453,3.33199979933949
"448",4.12849698433124,2.0083656866371
"449",14.4953251311185,5.35242664527693
"450",22.5924590478378,7.42660136929596
"451",13.7261182366327,4.63986361796162
"452",1.62483120687729,1.04557296390936
"453",1.47491007450516,0.934289247820854
"454",6.21497356051918,2.94493101394382
"455",52.8329541939664,16.3803725954914
"456",5.6232502901527,2.38896676992182
"457",3.38425778697397,1.48376319865332
"458",2.56147977917729,1.42698038405077
"459",5.75140511331119,2.42335120247445
"460",9.92482393183651,3.33810004573635
"461",48.453751182182,14.9848772097815
"462",8.24713345641258,3.30613730673241
"463",2.63919696135462,1.75249270054982
"464",18.7457316180751,6.77240266729675
"465",2.27713353385061,1.21101138340406
"466",7.03489771271746,2.71519440900526
"467",6.79002427963678,2.83302971538422
"468",4.44596929759509,1.92653777570186
"469",5.69419269227253,2.40327430570151
"470",8.4943528615698,2.93629754076016
"471",3.59040315462866,1.64059160775446
"472",5.75436529210512,2.26089209084782
"473",3.08640402492216,1.79655750557806
"474",5.05763617987514,2.18933053738431
"475",9.53721433527417,3.49102815423206
"476",6.85610644859453,3.33199979933949
"477",1.40242764532597,1.38395878747814
"478",6.27060088188601,2.95838132156355
"479",4.07302600466932,1.91580737241345
"480",2.57813809424672,1.50327523867847
"481",25.6292366412785,6.75088021263384
"482",53.2065555547976,14.6294246828241
"483",9.39380886237618,3.26131952061605
"484",7.43475838812715,2.90681298983183
"485",4.64205724243924,2.19642295802371
"486",11.5230461718155,3.60555223681326
"487",19.0324195473968,5.45639914800061
"488",35.6523491771638,10.0799703059952
"489",22.2550906137897,6.40225058547178
"490",49.4010717851256,10.7675427111145
"491",7.07342976090433,2.8654406018562
"492",4.78173324721079,1.91883379266358
"493",6.43205605355515,2.24577818495725
